# SYSMSGGROUPDESC00001;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
1;System message group description;SysMsgGroupDesc;SysMsgGroup;msgGroupName;S;100;0;X;;;
2;System message group description;SysMsgGroupDesc;Language;language;S;6;0;X;;;
3;System message group description;SysMsgGroupDesc;description;description;S;30;0;X;;Language dependent description of the system message group.;
