# ITEM00012;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
15;Editing remaining quantity allowed;Item;qtyFlags.editBaseQty;editBaseQty;B;1;0;;;Allows user to edit the remaining quantity in base quantity units. If the base quantity unit and the warehouse quantity unit are the same, this setting is ignored. False Editing the remaining base quantity is not allowed. True Editing remaining base quantity is allowed.;
16;Editing remaining dual quantity allowed;Item;qtyFlags.editDualQty;editDualQty;B;1;0;;;Allows user to edit the remaining quantity in dual quantity units. If the dual quantity unit and the dual warehouse quantity unit are the same, this setting is ignored. This parameter can only be configured for dual items. False Editing the remaining dual quantity is not allowed. True Editing the remaining dual quantity is allowed.;
17;Goods category;Item;goodsCategory.id;goodsCategory;S;10;0;;X; Is part of the unique identification of a goods category. ;
18;Assortment;Item;assortment.id;assortment;S;10;0;;X;Is the unique identification of an assortment.;
19;Billing category;Item;billingCategory.id;billingcategory;S;10;0;;X;Is the unique identification of a billing category.;
20;Item type;Item;itemType.id;itemType;S;10;0;X;X;Unique identifier of an ItemType.;
21;Goods value;Item;goodsValue.value;goodsValue;D;12;3;;;Specifies the value (or amount) in currency unit which was entered by a user.;
22;Goods value unit;Item;goodsValue.unit.id;goodsValueUnit;S;5;0;;X;Uniquely identifies the currency unit.;
23;BBD stock mode;Item;bbDateStockMode;bbDateStockMode;E;14;0;;;Strategy for registration of the best before date in the GUI. Only relevant for dialogs of the domains inventory and stock adjustment.;
24;Batch stock mode;Item;batchStockMode;batchStockMode;E;14;0;;;Strategy for registration of the batch in the GUI. Only relevant for dialogs of the domains inventory and stock adjustment.;
25;Production date registration;Item;prodDateStockMode;prodDateStockMode;E;14;0;;;Strategy for registration of the production date in the GUI. Only relevant for dialogs of the domains inventory and stock adjustment.;
26;CSIA 01 stock mode;Item;stockModes.csia01;csiaStockMode01;E;14;0;;;Strategy for registration of the particular CSIA.;
27;CSIA 02 stock mode;Item;stockModes.csia02;csiaStockMode02;E;14;0;;;Strategy for registration of the particular CSIA.;
28;CSIA 03 stock mode;Item;stockModes.csia03;csiaStockMode03;E;14;0;;;Strategy for registration of the particular CSIA.;
29;CSIA 04 stock mode;Item;stockModes.csia04;csiaStockMode04;E;14;0;;;Strategy for registration of the particular CSIA.;
30;CSIA 05 stock mode;Item;stockModes.csia05;csiaStockMode05;E;14;0;;;Strategy for registration of the particular CSIA.;
31;CSIA 06 stock mode;Item;stockModes.csia06;csiaStockMode06;E;14;0;;;Strategy for registration of the particular CSIA.;
32;CSIA 07 stock mode;Item;stockModes.csia07;csiaStockMode07;E;14;0;;;Strategy for registration of the particular CSIA.;
33;CSIA 08 stock mode;Item;stockModes.csia08;csiaStockMode08;E;14;0;;;Strategy for registration of the particular CSIA.;
34;CSIA 09 stock mode;Item;stockModes.csia09;csiaStockMode09;E;14;0;;;Strategy for registration of the particular CSIA.;
35;CSIA 10 stock mode;Item;stockModes.csia10;csiaStockMode10;E;14;0;;;Strategy for registration of the particular CSIA.;
