# WCS_STOCKCOMPREQ00005;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
1;Request number;;;requestNo;N;7;0;X;;;
2;Client;Client;clientId;clientId;S;10;0;;;Is the unique identification of a client.;
3;Item number;Item;itemNo;itemNo;S;20;0;;; Is a part of the unique identification of an item. ;
4;Variant;Item;variant;variant;S;10;0;;; The variant is the most precise description of an item. With the help of the variant, e.g. colours or sizes of clothing can be specified. Is a part of the unique identification of an item. ;
5;Packaging version;PackagingVersion;id;pkv;N;5;0;;;Since an item can have several packaging versions, the id is used to distinguish them.;
