# E1BPOBDLVHDRCTRLCON;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
1;Outbound order number;OutboundOrder;oboNo;;S;20;0;X;;The outbound order number is part of the unique identifier of the outbound order.;;DELIV_NUMB
2;Post item movement;;;;S;1;0;X;;;;POST_GI_FLG
3;Confirm outbound delivery date;;;;S;1;0;X;;;;DELIV_DATE_FLG
4;Delete outbound order;;;;S;1;0;X;;;;DLV_DEL
